icrogidA	icrogidB	w
2794138	4206283	0.494
121332	3357491	0.431
1885413	4038294	0.669
2178303	40068124	0.28
2794138	5026447	0.494
1423899	2097950	0.191
3872267	85281242	0.191
29439	603965	0.494
1721557	3152384	0.191
1877037	3629517	0.191
158852	821803	0.644
186724	4520307	0.36
5213288	95025	0.191
4501358	4577585	0.28
2650536	2801214	0.55
1945943	2794138	0.494
4028799	4035122	0.191
1313757	1366033	0.191
384850	4979086	0.191
375982	384850	0.191
1706607	4056662	0.191
1034179	5081339	0.719
2856334	3077030	0.494
2229096	4122724	0.811
16856	2443530	0.191
3202052	5081339	0.994
1085405	4497312	0.644
2734682	5376793	0.36
3511680	47296328	0.191
394568	4038294	0.191
1090505	5177449	0.191
232568	4038294	0.191
1423899	5418263	0.191
18532	4028799	0.191
105791	5311309	0.824
2066623	2229096	0.54
40068124	4056103	0.431
3429103	47436056	0.191
10724543	652779	0.28
2353871	5124712	0.6
1847650	4253800	0.191
5343964	91804125	0.431
163267	915978	0.191
1941659	232319	0.191
384850	4282960	0.191
16833928	91804125	0.28
3124844	4481242	0.191
1535907	4277101	0.28
2497771	4613710	0.28
4382871	4394607	0.28
1695600	2919412	0.36
412253	4481242	0.191
1361403	4223517	0.431
228912	5334216	0.28
1815096	201818	0.431
16232538	2068280	0.345
186724	3251006	0.36
384850	4131948	0.191
186724	4119632	0.36
1211564	1941659	0.191
2498771	5124712	0.191
620717	63579884	0.28
13784736	1423899	0.191
232319	5376793	0.191
3347456	4028799	0.191
2919579	986959	0.191
2443530	5087665	0.191
1847650	809471	0.191
2229096	2347958	0.191
2341683	5017558	0.191
1053940	1423899	0.191
2856334	586904	0.191
3178925	4915790	0.191
1774833	4481242	0.191
1528451	3925064	0.36
1423899	2562975	0.191
4427136	64761614	0.28
14006762	1423899	0.191
4056662	4069879	0.191
163818	401222	0.36
2011666	2029430	0.55
2380693	3378486	0.191
436342	5083094	0.191
3556920	4599051	0.191
4266312	5124712	0.191
2919579	562215	0.191
1550253	928381	0.431
1941659	5023834	0.36
11792660	754362	0.191
3034498	3876838	0.431
14007084	488952	0.28
384850	421085	0.191
3485207	5083094	0.191
4479707	5050618	0.591
1184244	2443530	0.191
4028799	491312	0.494
3081518	5081339	0.191
1356607	37108704	1
2353871	4028799	0.191
4481242	491312	0.191
321631	327364	0.89
2794138	394568	0.494
2213453	5376793	0.191
1662517	3925064	0.36
3479715	4599051	0.191
1695154	3925064	0.54
1152206	1801038	0.36
2168400	2856334	0.191
1877037	703179	0.191
1592592	186724	0.36
163818	3607334	0.36
2347958	2551919	0.191
1877037	3189023	0.191
2919579	421085	0.191
1317902	5376793	0.191
4616280	783251	0.431
1706607	2443530	0.191
1801038	5340414	0.36
2856334	4809325	0.494
186724	9650725	0.36
1198871	3691852	0.778
5395905	788142	0.719
1211564	384850	0.191
2789489	47296328	0.191
3267849	5376793	0.191
4691983	5435299	0.431
1603647	3908752	0.973
4670894	4795065	0.744
1247513	4599051	0.191
1922758	384850	0.191
1941659	3972190	0.191
1941659	4920113	0.494
4004555	4871405	0.431
11792660	1235047	0.191
1163039	1706607	0.191
1795737	5118416	0.28
3002370	4481242	0.191
3403694	3429103	0.191
1562406	5060311	0.191
1847650	882993	0.191
14006253	4953551	0.28
308140	5231284	0.431
2353871	4038294	0.54
17197631	1795737	0.191
1450817	5376793	0.191
2856334	31051188	0.191
1647089	2919579	0.191
3427773	4915790	0.191
16815387	5395905	0.55
1657563	1847650	0.191
3079639	4629944	0.55
14008088	2795629	0.431
1721849	3909139	0.28
1423899	2791218	0.191
1528451	4279115	0.36
2919579	4689036	0.191
3477401	4038294	0.36
1058808	2497115	0.28
1942250	5376793	0.191
1941659	2477749	0.36
3189023	4582673	0.191
5376793	736197	0.28
1535907	36955127	0.28
3429103	39676519	0.191
107288	1941659	0.54
4706411	5376793	0.191
1108340	1423899	0.191
11792660	3427773	0.191
1954065	2856334	0.191
3187340	3429103	0.191
121585	2135848	0.191
1847650	2053332	0.191
1743227	41156	0.28
2856334	749598	0.191
1688346	4670894	0.933
1847650	3431532	0.191
1146862	547668	0.431
3378486	357534	0.191
2443530	4888960	0.191
1941659	3867063	0.191
3165919	5124712	0.191
1567844	4040597	0.811
2186087	369866	0.28
746078	91804125	0.885
1149729	2229096	0.191
3410334	564052	0.861
2588890	2856334	0.191
1340264	3187758	0.644
384850	468773	0.191
11792660	3152384	0.191
4038294	4732923	0.191
4056662	9213367	0.858
1847650	2825568	0.191
1847650	3426596	0.191
209143	4004555	0.191
4074369	66081049	0.191
1795737	4056662	0.36
2715385	4497883	0.778
3903885	4177373	0.431
3072139	5213288	0.191
1274617	1423899	0.36
1278344	2399757	0.54
1423899	2027899	0.191
1325919	4083603	0.191
2287965	4028799	0.191
811140	89045298	0.191
1856589	2856334	0.191
119888	4038294	0.191
2418584	3429103	0.191
1881213	4372825	0.28
5084635	5413226	0.191
1163039	3426596	0.191
2908412	3160534	0.778
384850	4716441	0.191
163818	2994569	0.36
3613960	4774660	0.28
1163039	201818	0.191
4446425	4941082	0.28
1847650	2979002	0.191
1738986	2548260	0.28
245135	799425	0.36
2607334	4062793	0.431
1163039	4706411	0.191
1423899	3985167	0.191
1706082	2856334	0.191
5376793	754362	0.36
4007328	5376793	0.191
239455	4028799	0.191
4382871	4947898	0.28
4428891	5376793	0.191
14008248	2497115	0.36
4038294	9650703	0.54
4232068	57073	0.191
238160	5124712	0.36
2856334	30800063	0.191
2392011	2961203	0.719
4820577	513299	0.431
1706607	2347958	0.191
1743227	3691852	0.861
3337863	4028799	0.494
4861001	87338632	0.55
16856	384850	0.191
129803	163818	0.36
2881184	47296328	0.191
2283252	43040429	0.28
163818	26753613	0.36
1847650	5413226	0.191
3378486	3629517	0.191
1020765	886779	0.431
11792660	2002389	0.191
2229096	321521	0.54
1150330	2650536	0.55
1482562	821803	0.89
2973208	4038294	0.669
1423899	3178925	0.191
2080390	3529144	0.719
119888	5376793	0.36
1586754	2549751	0.431
2793260	384850	0.191
2034070	4871405	0.431
57073	726944	0.191
2730237	4083603	0.191
384850	4979489	0.191
1423899	5413319	0.191
2650536	5313780	0.55
1743227	2551919	0.191
1847650	3614429	0.191
2617841	5376793	0.28
2348958	4028799	0.191
1775657	3189023	0.36
1278344	5363464	0.191
4320654	47129780	0.28
186724	3460052	0.36
2889347	5154015	0.28
163818	28255377	0.36
2919579	4601257	0.191
1847650	2347958	0.191
1795737	390142	0.28
2677625	3429103	0.191
118966	386715	0.28
232319	2359316	0.494
3908752	819961	0.36
4444419	84278619	0.719
163818	3877317	0.36
1562406	3310209	0.191
506434	5385509	0.431
30857015	3725670	0.55
4713146	5017558	0.191
1801038	742727	0.36
3010888	4199606	0.28
1688346	3189023	1
1278344	3202052	0.494
5213288	545881	0.191
186724	5096611	0.36
1034179	1313757	0.191
2135848	3438169	0.191
5017558	924395	0.644
3378486	4282960	0.191
2207320	4201090	0.921
1743227	421085	0.191
1778158	390328	0.191
4056662	5026447	0.36
2840716	5084635	0.418
2443530	3614429	0.191
78395	915978	0.191
24369781	31572221	0.431
1313757	3426596	0.191
2443530	4370738	0.191
3938592	47296328	0.191
3925064	5243781	0.36
2696816	47296328	0.494
2299279	2443530	0.191
4231653	5213288	0.191
1163039	1848068	0.191
120918	2261130	0.987
1877037	2340277	0.191
4815127	5311309	0.84
1795737	9650703	0.191
2185744	2991901	0.644
1743227	540572	0.191
11792660	905028	0.191
1885413	5385509	0.644
2036439	3793775	0.798
2903058	3479525	0.644
172914	821803	0.191
1847650	29439	0.191
390328	4266312	0.418
1925572	5213288	0.191
163818	3220760	0.36
1143071	9378255	0.431
1202600	5406538	0.28
2856334	3495997	0.191
4533453	741706	0.644
2961203	57073	0.191
2102343	47296328	0.191
3777351	5251677	0.28
4274014	4596945	0.431
2229096	4069879	0.907
14007211	4776450	0.28
1163039	1947668	0.191
14007161	5176374	0.28
4404603	988801	0.28
1721557	1774833	0.191
1941659	5087665	0.191
5376793	584891	0.191
2135848	2217156	0.712
1562406	3002370	0.191
3157177	64761614	0.28
1180573	1847650	0.191
5213288	53440	0.191
1885413	4007328	0.644
1163039	4732923	0.191
1847650	3519867	0.191
2347958	5060311	0.191
1655367	57073	0.191
2768838	2794138	0.28
2271250	3610030	0.431
5312565	5353094	0.36
1941659	35527672	0.36
1847650	3642898	0.191
2617841	4038294	0.54
4094308	821803	0.28
1045335	5376793	0.191
14007084	4484668	0.55
3925064	5399508	0.36
4219691	636523	0.28
1847650	9442999	0.191
3724778	4915790	0.191
1562406	1706607	0.191
3202784	5017558	0.191
153449	1795737	0.191
1332133	5075727	0.999
1847650	3724778	0.191
14006253	1682385	0.28
11792660	1941659	0.191
5060311	5213288	0.191
390328	4069879	0.494
2219336	390142	0.798
1423899	5299633	0.191
16824378	637403	0.6
14006762	3925064	0.36
3391087	390328	0.636
396939	5213288	0.191
201818	2497115	0.28
1680809	637403	0.36
1535907	578161	0.28
1111401	915978	0.191
2856334	867906	0.191
2856334	3155115	0.494
1863238	1996519	0.28
1118883	1423899	0.191
2283252	42644935	0.28
1941659	29439	0.191
1213150	390328	0.712
325423	821803	0.985
1994979	384850	0.191
1562406	201818	0.6
4028799	5214082	0.191
2856334	5050618	0.191
3378486	4264365	0.418
4634147	57073	0.191
2436210	4565634	0.979
4776450	8086	0.28
4376864	5077215	0.431
3629517	5081339	0.191
2253502	4502417	0.644
2963834	3403142	0.28
1314473	2575331	0.28
2856334	845754	0.191
2245318	3129976	0.36
23128464	245135	0.36
3925064	4762083	0.36
3519867	5017558	0.191
384850	3908841	0.191
2856334	4482393	0.191
1423899	4185531	0.191
2213453	2549751	0.431
2443530	2825568	0.191
2135848	859181	0.946
2229096	4406954	0.191
1562406	21582567	0.191
1349134	5083094	0.191
4413910	5083094	0.191
2919579	394568	0.191
1378693	2813233	0.431
2794138	627587	0.191
2219336	3719914	0.798
1501213	4385054	0.28
1423899	5408601	0.191
1907074	2219336	0.644
2135848	2950628	0.191
2347958	3519867	0.191
390328	4035122	0.191
2963834	5141696	0.28
47129780	5026447	0.431
1743227	3337863	0.36
5836110	821803	0.494
1545053	517184	0.431
3236624	4717503	0.946
1438735	5177449	0.191
2919579	3152384	0.191
2135848	4762389	0.191
384850	4920113	0.191
23020458	9442492	0.28
2229096	4836805	0.938
2443530	3178925	0.191
1960370	4481242	0.191
2794789	3189023	0.36
3002370	4004555	0.191
1423899	5277127	0.191
2874122	5124712	0.191
11792660	4094308	0.191
2229096	3202784	0.788
163818	5055297	0.36
2229096	5186717	0.418
4206283	4915790	0.191
2856334	31292	0.191
1092793	2135848	0.191
3621324	799425	0.191
1423899	691378	0.191
1847650	2073222	0.191
3267849	390328	0.191
1721557	53440	0.191
1278344	2477749	0.191
30666994	3925064	0.36
1847650	3267849	0.191
4206687	4616280	0.28
2921693	3925064	0.36
1795737	5008875	0.75
4528899	856204	0.858
1917202	979390	0.719
1423899	2998754	0.191
390328	4494056	0.36
2204303	717706	0.28
3051344	4691311	0.431
158012	2856334	0.191
1423899	4524269	0.191
1262914	4028799	0.191
1213150	5376793	0.191
1103259	2443530	0.191
2856334	3403694	0.191
1279185	1562406	0.36
2032334	2856334	0.191
46819434	821803	0.36
1721557	2570094	0.191
3429103	4836805	0.828
1562406	2887311	0.191
2909998	4572002	0.28
2856334	883318	0.494
1941659	3202052	0.712
149354	390328	0.191
1847650	4057218	0.191
2921152	5312565	0.191
4327650	5083094	0.191
412253	958432	0.191
2856334	448835	0.494
5312565	863903	0.191
4056662	9769264	0.191
2780718	3660758	0.431
1518050	221385	0.778
390328	5151310	0.55
186724	37164902	0.36
3429103	4501358	0.947
3077030	4570210	0.744
3357491	5017188	0.28
1848068	5376793	0.191
1277921	5083094	0.191
3189023	5060311	0.191
4820577	5820355	0.778
11792507	480566	0.28
3124844	384850	0.191
11792660	2789960	0.191
1180921	1528451	0.36
4494720	5213288	0.191
1984420	2068280	0.28
2392011	342056	0.431
1278344	1945943	0.191
3952665	4028799	0.36
2856334	687228	0.191
1423899	886751	0.191
1795737	2979002	0.719
390328	5008875	0.55
3329408	4835623	0.778
2961203	342056	0.431
2794138	3347456	0.191
3209096	4004555	0.191
1278344	3498834	0.191
4056662	4871405	0.431
2347958	2825568	0.191
3429103	3688660	0.191
1535907	2347958	0.28
2347958	4154833	0.191
1220444	4690032	0.28
10012887	3502869	0.28
2794138	5325988	0.191
4054553	5213288	0.191
2347958	3924216	0.191
1655053	5095867	0.431
3924216	5213288	0.191
1941659	2168149	0.976
2347958	3426596	0.191
1361403	1408944	0.431
11792660	4871405	0.191
5376793	540962	0.28
1795737	2477749	0.494
1423899	3939116	0.191
1505377	2919579	0.191
2753834	597241	0.28
2919579	4266312	0.191
2856334	3954454	0.494
1165665	5083094	0.191
1202600	2877879	0.431
118966	1220562	0.28
1628559	547668	0.55
1482562	1847650	0.191
4599051	9213829	0.191
29380460	45257525	0.431
4577585	95450	1
155650	5312565	0.191
1313757	2973208	0.191
2477749	4915790	0.191
4251325	958432	0.191
2503088	498749	0.431
390328	5413226	0.191
3519867	4028799	0.191
11792660	2951619	0.191
1941659	3431532	0.191
1423899	2874872	0.191
3942932	5300512	0.191
10724517	944786	0.28
4028799	4979489	0.191
1313757	3739151	0.191
12547	2135848	0.191
186724	3286068	0.36
1026809	5344687	0.644
281045	2856334	0.494
384850	412253	0.191
1907974	2856334	0.494
1994537	857930	0.431
2919579	3615497	0.191
201818	488952	0.28
402740	492457	1
3202052	4028799	0.494
3176249	961525	0.28
2443530	3832518	0.191
2929543	5213288	0.191
2973208	384850	0.191
1423899	763391	0.191
4038294	4363918	0.36
4764076	5177449	0.191
4064415	5083094	0.191
3737772	390328	0.191
2979306	47296328	0.191
4083603	5376775	0.191
11792660	5118416	0.191
4725106	811140	0.36
1029802	5213288	0.191
11790664	1947668	0.644
4492196	63022575	0.28
1721557	2255804	0.191
1941659	2794789	0.36
1721557	2436210	0.191
4758450	821803	0.36
1775657	2919579	0.191
2497115	4732923	0.644
1278344	5060311	0.191
1004542	915978	0.36
4083603	985724	0.191
4995933	864302	0.36
3429103	816419	0.191
3925064	4075307	0.36
3498834	4481242	0.431
228912	285424	0.28
3824186	4820577	0.431
1941659	3942932	0.54
1423899	1761610	0.191
1064275	2229096	0.191
1528451	4119632	0.36
1941659	3635743	0.191
1743227	5363464	0.191
1775657	5376793	0.191
47296328	805681	0.191
2443530	3072139	0.191
4056662	412253	0.191
2044619	4776450	0.28
5213288	632859	0.191
3378486	4266312	0.191
1278344	958432	0.999
1423899	259301	0.191
401222	4810370	0.6
2510364	3429103	0.191
1847650	1927096	0.191
1180573	5081339	0.644
1628559	2856334	0.191
1298701	5376793	0.191
1743227	2132292	0.191
1721557	4836805	0.191
11792660	2840716	0.191
1180573	2919579	0.191
1482562	2497115	0.28
2215931	3818374	0.861
2919579	3924216	0.191
1163039	209143	0.191
4528899	780591	0.36
3202052	57073	0.191
2229096	813953	0.191
1941659	924395	0.191
1795737	39267	0.719
2991901	5081339	0.191
4038294	5363464	0.191
2728992	3925064	0.36
2856334	3451127	0.494
1423899	3654580	0.191
232319	3189023	0.191
1646536	263099	0.644
1777720	4028799	0.191
1941659	3202784	0.54
1482562	4028799	0.191
1722249	2856334	0.191
277239	2856334	0.191
3509741	384850	0.191
3257023	487554	0.28
1152389	40068124	0.431
2919579	3072139	0.191
3498834	821803	0.191
11007424	724057	0.28
2856334	44783188	0.191
2443530	5413226	0.191
1941659	5008875	0.494
2856334	43457303	0.191
2041388	2856334	0.191
1440153	4017018	0.874
2229096	3870884	0.871
1994537	4042429	0.676
163818	4713146	0.36
1714665	3962824	0.28
2029430	4667074	0.482
1795737	5363464	0.494
1977670	3925064	0.636
4155983	47296328	0.191
3524915	863768	0.999
150828	5186717	0.28
2347958	3509741	0.191
1423899	2887683	0.36
2068280	38445312	0.28
1575621	1941659	0.191
2085035	4948675	0.676
2135848	632771	0.191
2549751	3854928	0.431
5017558	540572	0.191
14006660	3643191	0.644
3429103	42058403	0.191
14007216	163818	0.36
2359316	4121898	0.684
2038544	2229096	0.191
4930249	74554195	0.684
1022719	4599051	0.191
3534885	5376793	0.976
1941659	3613055	0.54
4083603	532418	0.191
1549507	1795737	0.191
2794138	4121898	0.494
1313757	4282960	0.191
4739027	5821173	0.55
3089000	3808556	0.55
4038294	4501911	0.36
3189023	4094308	0.36
2347958	4206283	0.191
163818	4700139	0.36
4360511	4528899	0.28
1354314	1567844	0.893
1136337	2443530	0.191
2081264	958432	0.191
4909735	5213288	0.191
2347958	3337863	0.191
2856334	4190660	0.494
4475702	5820940	0.89
1941659	4713146	0.36
150828	2547485	0.431
3189023	3202052	0.55
3767375	5204855	0.431
2229096	3485195	0.738
3446571	4915790	0.191
3034498	629682	0.591
1926593	4712243	0.816
1429207	245135	0.36
1925572	5376793	0.36
1313757	2551919	0.191
1423899	2719747	0.191
14006330	163818	0.36
2856334	4705726	0.191
40293	4664766	0.431
1163039	4057218	0.191
4820577	73857	0.28
1847650	4528251	0.191
2257382	2856334	0.191
163818	2945773	0.36
1423899	9214354	0.494
2807948	3960548	0.55
5083094	9443126	0.191
2245318	5207613	0.36
2423255	5017558	0.191
1182953	5083094	0.191
375982	5124712	0.494
390328	627587	0.191
2854798	57073	0.191
2133787	2794138	0.191
1549147	591684	0.591
2347958	3582808	0.191
4995933	5394169	0.36
1196452	2919579	0.191
2825568	5376793	0.844
1847650	4121257	0.191
1941659	50201843	0.191
4206283	821803	0.191
1941659	3788836	0.191
1423899	3606500	0.36
3310209	4528899	0.676
400924	4528899	0.28
2919579	754362	0.191
186724	461429	0.36
390328	4820577	0.191
232319	390328	0.191
14005823	3925064	0.36
4010022	625038	0.28
2229096	5247574	0.191
1706607	4481242	0.191
1180573	3621324	0.494
29287907	5312565	0.191
4487727	4887610	0.778
16589520	40068124	0.28
4563998	4941082	0.861
3629517	958432	0.191
2289770	81731750	0.644
2443530	4308451	0.191
1941659	4452356	0.191
2333465	241069	0.431
3897808	4774660	0.28
2794138	3124844	0.494
1377691	57073	0.191
170235	2229096	0.191
4601257	5213288	0.191
2677230	508037	0.28
3876838	5155720	0.55
40293	910546	0.431
14006253	14008088	0.738
1761610	821803	0.712
1528451	410156	0.54
2284410	5376793	0.191
1795737	4206283	0.28
1972565	2789607	0.778
1184244	3832451	0.988
3378486	4154833	0.191
201818	5083094	0.191
3189023	4154833	0.191
1941659	2874122	0.191
3925064	5079746	0.36
3892577	5373432	0.976
1423899	95025	0.191
390328	4676641	0.636
327364	3429103	0.191
1927096	821803	0.191
3221174	5295829	0.55
11792660	844293	0.191
16856	1743227	0.191
1877037	4676641	0.684
1941659	5336751	0.36
4028799	703179	0.191
5032510	5269632	0.28
3426596	384850	0.191
3390649	73983262	0.28
1795737	491312	0.36
5017558	5186717	0.494
233647	4836805	0.861
38360	3876838	0.431
2347958	2466772	0.9
1423899	1524800	0.191
3076419	3908752	0.926
3509741	4599051	0.191
1278344	357534	0.191
4007328	820620	0.55
1941659	389544	0.191
2795629	2994694	0.431
4382871	61974	0.28
4494294	504941	0.778
3006802	390328	0.191
1535907	4516405	0.28
3870884	4948675	0.28
469853	5376793	0.191
2991901	4056662	0.191
3647669	4038294	0.36
2082462	4947898	0.28
1235047	1795737	0.494
2271964	2607334	1
2477749	5376793	0.191
2886402	3429103	0.191
4080790	508037	0.431
4372825	4882128	0.28
3077030	991650	0.28
3621324	4056662	0.36
2068280	4528899	0.851
390328	5026447	0.191
1747835	2443530	0.191
2068280	73315726	0.191
1777720	5083094	0.191
1628559	2348958	0.55
3427773	5084635	0.191
2380693	3189023	0.191
390328	5118416	0.28
3378486	3691852	0.75
3310209	3621324	0.36
1847650	3972190	0.191
5157888	799425	0.431
2544648	508037	0.431
1474439	988801	0.28
14006253	3721494	0.28
2963834	342056	0.431
1680559	4083603	0.191
1795737	2951619	0.191
4038294	4599051	0.431
168143	1847650	0.191
4121257	57073	0.191
2508425	4083603	0.802
2794138	4467198	0.494
29439	4926237	0.997
2498461	4000348	0.931
1528451	2077224	0.36
3077030	4595183	0.28
1458307	2166278	0.28
2238434	2795629	0.431
375982	4481242	0.494
163818	2759869	0.36
4372825	4810709	0.28
3925064	3982426	0.36
2549751	662837	0.431
4028799	4716441	0.191
5124712	958432	0.923
1904421	4528899	0.191
16816621	81731750	0.644
2178303	4717503	0.798
3350216	384850	0.824
3152384	3429103	0.882
1860108	3925064	0.36
4713146	57073	0.191
2856334	787300	0.494
1706607	384850	0.191
5083094	672215	0.191
1278344	2498771	0.191
1020177	1170182	0.644
4319325	4975704	0.191
3051557	390328	0.191
