icrogid	uid	hgnc_symbol	entrezgene	ensembl_gene_id
3143567	3696916	A1BG	1	ENSG00000121410
1591918	2243284	A1CF	29974	ENSG00000148584
16814786	3759536	A2M	2	ENSG00000175899
1869758	3513892	AAAS	8086	ENSG00000094914
32806880	2068280	AACS	65985	ENSG00000081760
2505454	4972844	AAGAB	79719	ENSG00000103591
14005395	52484640	AAK1	22848	ENSG00000115977
32587203	2068280	AAMDC	28971	ENSG00000087884
2158212	1378693	AAMP	14	ENSG00000127837
1237231	821803	AANAT	15	ENSG00000129673
3115522	4862491	AAR2	25980	ENSG00000131043
1683210	4732923	AARS	16	ENSG00000090861
3963426	2068280	AARS2	57505	ENSG00000124608
227980	5413309	AASDHPPT	60496	ENSG00000149313
4381627	1368998	AASS	10157	ENSG00000008311
5094480	4629164	AATF	26574	ENSG00000275700
5342196	4122724	AATK	9625	ENSG00000181409
2340220	2886402	ABAT	18	ENSG00000183044
1620853	3694658	ABCA1	19	ENSG00000165029
45827017	4948675	ABCA10	10349	ENSG00000154263
9768971	9768971	ABCA12	26154	ENSG00000144452
51135644	5011796	ABCA13	154664	ENSG00000179869
2855035	158852	ABCA2	20	ENSG00000107331
37083694	4616280	ABCA3	21	ENSG00000167972
2115550	2808310	ABCA4	24	ENSG00000198691
25874157	3171112	ABCA5	23461	ENSG00000154265
147448	5011796	ABCA6	23460	ENSG00000154262
5286382	2068280	ABCA7	10347	ENSG00000064687
5105204	4671530	ABCA9	10350	ENSG00000154258
2770423	1165658	ABCB1	5243	ENSG00000085563
39246565	941878	ABCB10	23456	ENSG00000135776
4490825	4913783	ABCB11	8647	ENSG00000276582
4012084	4913783	ABCB4	5244	ENSG00000005471
3564219	3564219	ABCB5	340273	ENSG00000004846
494545	2256074	ABCB6	10058	ENSG00000115657
3268181	2186087	ABCB7	22	ENSG00000131269
2868317	4925944	ABCB8	11194	ENSG00000197150
50069574	50069574	ABCB9	23457	ENSG00000150967
39228057	3076325	ABCC1	4363	ENSG00000278183
3062146	3062146	ABCC10	89845	ENSG00000124574
2332582	2332582	ABCC12	94160	ENSG00000140798
4558614	4616280	ABCC2	1244	ENSG00000023839
581658	4465042	ABCC3	8714	ENSG00000108846
3201249	4913783	ABCC4	10257	ENSG00000125257
2378332	3631239	ABCC5	10057	ENSG00000114770
11793916	5059508	ABCC6	368	ENSG00000091262
8972881	1483750	ABCC8	6833	ENSG00000006071
4676702	5232329	ABCC9	10060	ENSG00000069431
3410891	5056284	ABCD1	215	ENSG00000101986
3227360	5056284	ABCD2	225	ENSG00000173208
1130622	5056284	ABCD3	5825	ENSG00000117528
3384929	3786432	ABCD4	5826	ENSG00000119688
11750	3479715	ABCE1	6059	ENSG00000164163
1538681	5029749	ABCF1	23	ENSG00000232169
4178648	5045238	ABCF2	10061	ENSG00000033050
2853646	14005421	ABCF3	55324	ENSG00000161204
422310	422310	ABCG1	9619	ENSG00000160179
4767737	5364446	ABCG2	9429	ENSG00000118777
2275753	422310	ABCG4	64137	ENSG00000172350
3242301	4456845	ABCG5	64240	ENSG00000138075
5077055	5059508	ABCG8	64241	ENSG00000143921
2446552	3502869	ABHD10	55347	ENSG00000144827
4068758	2186087	ABHD11	83451	ENSG00000106077
46148137	46148137	ABHD12	26090	ENSG00000100997
2678406	635742	ABHD14A	25864	ENSG00000248487
2141733	2068280	ABHD14B	84836	ENSG00000114779
24456	4303212	ABHD16A	7920	ENSG00000206403
1815522	9644677	ABHD17A	81926	ENSG00000129968
3089851	2068280	ABHD17B	51104	ENSG00000107362
40544716	2068280	ABHD17C	58489	ENSG00000136379
2651821	2651821	ABHD2	11057	ENSG00000140526
3699109	2068280	ABHD3	171586	ENSG00000158201
31272270	3468957	ABHD4	63874	ENSG00000100439
4813017	4942423	ABHD5	51099	ENSG00000011198
22688055	5232295	ABHD6	57406	ENSG00000163686
3078390	4078346	ABI1	10006	ENSG00000136754
1380238	1449530	ABI2	10152	ENSG00000138443
14005409	3510534	ABI3	51225	ENSG00000108798
1327919	4056103	ABI3BP	25890	ENSG00000154175
4154210	1180258	ABL1	25	ENSG00000097007
1454619	4154210	ABL2	27	ENSG00000143322
1618572	1526756	ABLIM1	3983	ENSG00000099204
1710826	52025131	ABLIM2	84448	ENSG00000163995
2235422	2235422	ABLIM3	22885	ENSG00000173210
1210403	4154210	ABR	29	ENSG00000278741
398805	4299381	ABRA	137735	ENSG00000174429
27801031	2068280	ABRACL	58527	ENSG00000146386
3238818	4197396	ABT1	29777	ENSG00000146109
4441109	1160340	ABTB1	80325	ENSG00000114626
16368464	4862491	ABTB2	25841	ENSG00000166016
5102780	5102780	ACAA1	30	ENSG00000060971
4210456	3486480	ACAA2	10449	ENSG00000167315
3498834	2238434	ACACA	31	ENSG00000278540
9650619	4817697	ACACB	32	ENSG00000076555
2723941	2186087	ACAD10	80724	ENSG00000111271
5286740	2186087	ACAD11	84129	ENSG00000240303
670823	2753834	ACAD8	27034	ENSG00000151498
275940	2642531	ACAD9	28976	ENSG00000177646
22777591	3872267	ACADL	33	ENSG00000115361
3859512	3859512	ACADM	34	ENSG00000117054
23863486	4704365	ACADS	35	ENSG00000122971
3540061	5083094	ACADSB	36	ENSG00000196177
476308	2449677	ACADVL	37	ENSG00000072778
13511365	3606465	ACAN	176	ENSG00000157766
3518288	2755667	ACAP1	9744	ENSG00000072818
4531189	961525	ACAP2	23527	ENSG00000114331
2251632	343045	ACAP3	116983	ENSG00000131584
4450980	16817590	ACAT1	38	ENSG00000075239
2625019	1159046	ACAT2	39	ENSG00000120437
2511962	4102745	ACBD3	64746	ENSG00000182827
31001676	2186087	ACBD4	79777	ENSG00000181513
3314320	3314320	ACBD5	91452	ENSG00000107897
99981	961525	ACBD6	84320	ENSG00000230124
4034725	4034725	ACCS	84680	ENSG00000110455
2837637	11793525	ACD	65057	ENSG00000102977
4161567	4284515	ACE	1636	ENSG00000159640
5274255	4264365	ACE2	59272	ENSG00000130234
35738916	35738916	ACER2	340485	ENSG00000177076
9378260	4465042	ACER3	55331	ENSG00000078124
783251	2961203	ACHE	43	ENSG00000087085
14005421	4084302	ACIN1	22985	ENSG00000100813
837908	4949672	ACKR1	2532	ENSG00000213088
4415111	4688467	ACKR2	1238	ENSG00000144648
3524018	52484640	ACKR3	57007	ENSG00000144476
530358	2271699	ACKR4	51554	ENSG00000129048
3176507	1325425	ACLY	47	ENSG00000131473
2160777	3971313	ACMSD	130013	ENSG00000153086
2197417	3371516	ACO1	48	ENSG00000122729
3744540	4465042	ACO2	50	ENSG00000100412
48002700	3876231	ACOT1	641371	ENSG00000184227
303082	2727921	ACOT13	55856	ENSG00000112304
9214033	2877269	ACOT2	10965	ENSG00000119673
48765838	1785064	ACOT4	122970	ENSG00000177465
4270464	5081339	ACOT7	11332	ENSG00000097021
3662128	2650406	ACOT8	10005	ENSG00000101473
4665435	52078107	ACOT9	23597	ENSG00000123130
5287038	1785064	ACOX1	51	ENSG00000161533
22796344	1785064	ACOX2	8309	ENSG00000168306
3228391	1785064	ACOX3	8310	ENSG00000087008
21924663	3342392	ACOXL	55289	ENSG00000153093
2497967	334699	ACP1	52	ENSG00000143727
4718036	4718036	ACP2	53	ENSG00000134575
4659919	2889070	ACP5	54	ENSG00000102575
3988950	3796305	ACP6	51205	ENSG00000162836
1909520	1954208	ACPP	55	ENSG00000014257
5287379	1503797	ACR	49	ENSG00000100312
50772973	50772973	ACRBP	84519	ENSG00000111644
2095139	1562406	ACSBG1	23205	ENSG00000103740
40155983	40155983	ACSBG2	81616	ENSG00000130377
5053557	5053557	ACSF2	80221	ENSG00000167107
4256367	2068280	ACSF3	197322	ENSG00000176715
841497	3414984	ACSL1	2180	ENSG00000151726
2829621	5176863	ACSL3	2181	ENSG00000123983
634957	2068280	ACSL4	2182	ENSG00000068366
787045	5032510	ACSL5	51703	ENSG00000197142
42331614	42331614	ACSL6	23305	ENSG00000164398
1593756	1529536	ACSM3	6296	ENSG00000005187
45520783	45520783	ACSM5	54988	ENSG00000183549
3140794	3427613	ACSS2	55902	ENSG00000131069
39716662	2834115	ACSS3	79611	ENSG00000111058
402740	1914009	ACTA1	58	ENSG00000143632
3098667	4689036	ACTA2	59	ENSG00000107796
2255804	4327650	ACTB	60	ENSG00000075624
2119208	5207061	ACTBL2	345651	ENSG00000169067
4299381	14006088	ACTC1	70	ENSG00000159251
1170182	4524269	ACTG1	71	ENSG00000184009
4238706	4465042	ACTG2	72	ENSG00000163017
1960370	1223735	ACTL6A	86	ENSG00000136518
1426941	2222878	ACTL6B	51412	ENSG00000077080
4972812	262668	ACTL7A	10881	ENSG00000187003
41581370	2186087	ACTL7B	10880	ENSG00000148156
44742847	44742847	ACTL8	81569	ENSG00000117148
2123403	3780725	ACTN1	87	ENSG00000072110
950019	4563998	ACTN2	88	ENSG00000077522
5287507	52025131	ACTN3	89	ENSG00000248746
2778378	14007161	ACTN4	81	ENSG00000130402
5229699	5229699	ACTR10	55860	ENSG00000131966
1071586	2497115	ACTR1A	10121	ENSG00000138107
1957984	4374234	ACTR1B	10120	ENSG00000115073
4417202	2706833	ACTR2	10097	ENSG00000138071
4829377	3252387	ACTR3	10096	ENSG00000115091
4049585	4115628	ACTR3B	57180	ENSG00000133627
1802164	3699097	ACTR5	79913	ENSG00000101442
70418	4813983	ACTR6	64431	ENSG00000075089
928367	3404979	ACTR8	93973	ENSG00000113812
3303645	3030371	ACVR1	90	ENSG00000115170
5280812	3087482	ACVR1B	91	ENSG00000135503
1322375	4732923	ACVR1C	130399	ENSG00000123612
2627717	4926532	ACVR2A	92	ENSG00000121989
1751295	3202745	ACVR2B	93	ENSG00000114739
201410	660048	ACVRL1	94	ENSG00000139567
5192720	5192720	ACY1	95	ENSG00000243989
5201585	1619606	ACY3	91703	ENSG00000132744
36189287	2186087	ACYP1	97	ENSG00000119640
2665294	2665294	ACYP2	98	ENSG00000170634
1700404	532535	ADA	100	ENSG00000196839
45981073	2186087	ADAD2	161931	ENSG00000140955
3341848	4056103	ADAM10	102	ENSG00000137845
2525757	3686954	ADAM11	4185	ENSG00000073670
1314172	5156786	ADAM12	8038	ENSG00000148848
9214147	4920081	ADAM15	8751	ENSG00000143537
991219	3561944	ADAM17	6868	ENSG00000151694
2852138	1380238	ADAM19	8728	ENSG00000135074
1669930	4370876	ADAM2	2515	ENSG00000276286
3524078	3909139	ADAM22	53616	ENSG00000008277
3803386	3803386	ADAM23	8745	ENSG00000114948
9378741	9378741	ADAM28	10863	ENSG00000042980
262762	1380238	ADAM29	11086	ENSG00000168594
2149297	2154661	ADAM33	80332	ENSG00000149451
36553347	36553347	ADAM8	101	ENSG00000151651
1388712	3767375	ADAM9	8754	ENSG00000282230
89401	16814786	ADAMTS1	9510	ENSG00000154734
34980348	5013173	ADAMTS10	81794	ENSG00000142303
833139	5042452	ADAMTS13	11093	ENSG00000160323
33174264	3342392	ADAMTS17	170691	ENSG00000140470
5294679	3503650	ADAMTS2	9509	ENSG00000087116
315565	1854985	ADAMTS4	9507	ENSG00000158859
9644758	3561944	ADAMTS5	11096	ENSG00000154736
3535705	5176374	ADAMTS6	11174	ENSG00000049192
365506	4572002	ADAMTS9	56999	ENSG00000163638
42870508	1007504	ADAMTSL2	9719	ENSG00000197859
2228050	4701701	ADAMTSL4	54507	ENSG00000143382
5051572	4487727	ADAP1	11033	ENSG00000105963
901639	1235047	ADAP2	55803	ENSG00000184060
3908841	5081339	ADAR	103	ENSG00000160710
29898	1894250	ADARB1	104	ENSG00000197381
3190596	3190596	ADARB2	105	ENSG00000185736
36784735	2068280	ADAT1	23536	ENSG00000065457
3124692	2186087	ADAT2	134637	ENSG00000189007
2514395	1609728	ADAT3	113179	ENSG00000213638
5287731	3501522	ADCK1	57143	ENSG00000063761
4502114	2068280	ADCK2	90956	ENSG00000133597
3093890	3635743	ADCK3	56997	ENSG00000163050
37671528	2068280	ADCK4	79934	ENSG00000123815
279406	1036414	ADCK5	203054	ENSG00000173137
1285258	5287741	ADCY1	107	ENSG00000164742
37639	4150759	ADCY10	55811	ENSG00000143199
5287741	4391787	ADCY2	108	ENSG00000078295
3638597	5337575	ADCY3	109	ENSG00000138031
187277	2068280	ADCY4	196883	ENSG00000129467
1855968	821803	ADCY5	111	ENSG00000173175
5117859	981741	ADCY6	112	ENSG00000174233
2739440	4926164	ADCY7	113	ENSG00000121281
202966	4264365	ADCY8	114	ENSG00000155897
2712928	2712928	ADCY9	115	ENSG00000162104
677681	2977992	ADCYAP1	116	ENSG00000141433
639918	4264365	ADCYAP1R1	117	ENSG00000078549
1144846	11794641	ADD1	118	ENSG00000087274
750897	2079075	ADD2	119	ENSG00000075340
251810	1594998	ADD3	120	ENSG00000148700
4307230	1143071	ADGRA2	25960	ENSG00000020181
997252	1143071	ADGRA3	166647	ENSG00000152990
9378255	4154481	ADGRB1	575	ENSG00000181790
9441668	4737435	ADGRB2	576	ENSG00000121753
1844604	5176374	ADGRB3	577	ENSG00000135298
27623483	27623483	ADGRE2	30817	ENSG00000127507
1141492	1141492	ADGRE5	976	ENSG00000123146
31659986	31659986	ADGRF3	165082	ENSG00000173567
31728347	2068280	ADGRF4	221393	ENSG00000153294
967496	967496	ADGRG1	9289	ENSG00000205336
39579472	39579472	ADGRG2	10149	ENSG00000173698
50342086	50342086	ADGRG5	221188	ENSG00000159618
45996160	45996160	ADGRG6	57211	ENSG00000112414
2713674	1251604	ADGRL1	22859	ENSG00000072071
4712544	9213995	ADGRL2	23266	ENSG00000117114
5342586	2068280	ADGRL3	23284	ENSG00000150471
1962660	9650663	ADH1A	124	ENSG00000187758
3873249	3077030	ADH1B	125	ENSG00000196616
4903142	3077030	ADH4	127	ENSG00000198099
322018	4374234	ADH5	128	ENSG00000197894
32266298	4555292	ADH6	130	ENSG00000172955
1121709	2068280	ADH7	131	ENSG00000196344
2476514	9442492	ADHFE1	137872	ENSG00000147576
1477310	4802061	ADI1	55256	ENSG00000280830
41178	996528	ADIPOQ	9370	ENSG00000181092
1471920	4488603	ADIPOR1	51094	ENSG00000159346
2445272	4488603	ADIPOR2	79602	ENSG00000006831
50722320	50722320	ADIRF	10974	ENSG00000148671
5028339	2068280	ADK	132	ENSG00000156110
4814801	4814801	ADM	133	ENSG00000148926
3715718	4637755	ADNP	23394	ENSG00000101126
5119748	5119748	ADNP2	22850	ENSG00000101544
36914038	2068280	ADO	84890	ENSG00000181915
456523	1052617	ADORA1	134	ENSG00000163485
457485	5287507	ADORA2A	135	ENSG00000128271
1904757	1281863	ADORA2B	136	ENSG00000170425
2251588	2251588	ADORA3	140	ENSG00000282608
2535174	628054	ADPGK	83440	ENSG00000159322
3612304	2837637	ADPRH	141	ENSG00000144843
3142041	912741	ADPRHL2	54936	ENSG00000116863
48865666	48865666	ADPRM	56985	ENSG00000170222
4959794	4003138	ADRA1A	148	ENSG00000120907
2841623	4258047	ADRA1B	147	ENSG00000170214
2575331	5080711	ADRA1D	146	ENSG00000171873
4820154	5138521	ADRA2A	150	ENSG00000150594
4672938	4672938	ADRA2B	151	ENSG00000274286
4098203	5138521	ADRA2C	152	ENSG00000184160
4772081	4056103	ADRB1	153	ENSG00000043591
57073	172914	ADRB2	154	ENSG00000169252
712120	863768	ADRB3	155	ENSG00000188778
2347958	821803	ADRBK1	156	ENSG00000173020
2466772	964752	ADRBK2	157	ENSG00000100077
4912811	3077030	ADRM1	11047	ENSG00000130706
4993575	5002301	ADSL	158	ENSG00000239900
4290010	1915634	ADSS	159	ENSG00000035687
933522	5343965	ADSSL1	122622	ENSG00000185100
40549771	5032510	ADTRP	84830	ENSG00000111863
2535554	1810929	AEBP1	165	ENSG00000106624
5287963	2392011	AEBP2	121536	ENSG00000139154
22009730	2685308	AEN	64782	ENSG00000181026
1795878	3589204	AES	166	ENSG00000104964
3870383	16822233	AFAP1	60312	ENSG00000196526
5235389	5235389	AFAP1L1	134265	ENSG00000157510
4921041	4921041	AFAP1L2	84632	ENSG00000169129
1552002	4981197	AFF1	4299	ENSG00000172493
1946201	4456845	AFF2	2334	ENSG00000155966
21814569	21814569	AFF3	3899	ENSG00000144218
2610670	4915790	AFF4	27125	ENSG00000072364
639531	806284	AFG3L2	10939	ENSG00000141385
973575	2618592	AFP	174	ENSG00000081051
607898	3112844	AFTPH	54812	ENSG00000119844
11791919	2726528	AGA	175	ENSG00000038002
2457695	4852730	AGAP1	116987	ENSG00000157985
827884	3503650	AGAP2	116986	ENSG00000135439
45933160	45933160	AGAP3	116988	ENSG00000133612
31125851	2443157	AGAP4	119016	ENSG00000188234
249678	2791218	AGBL2	79841	ENSG00000165923
1705939	4056103	AGER	177	ENSG00000237405
1584161	900408	AGFG1	3267	ENSG00000173744
491853	679750	AGFG2	3268	ENSG00000106351
1131482	2782889	AGK	55750	ENSG00000006530
2290747	1772114	AGL	178	ENSG00000162688
49146178	4763468	AGMAT	79814	ENSG00000116771
2814531	1885413	AGO1	26523	ENSG00000092847
859181	1508469	AGO2	27161	ENSG00000123908
1773797	2956341	AGO3	192669	ENSG00000126070
4249988	2038544	AGO4	192670	ENSG00000134698
756508	5083094	AGPAT1	10554	ENSG00000236873
3771523	5045238	AGPAT2	10555	ENSG00000169692
2397596	5032510	AGPAT3	56894	ENSG00000160216
987441	2886402	AGPAT4	56895	ENSG00000026652
3432061	3034498	AGPAT5	55326	ENSG00000155189
204380	452957	AGPAT6	137964	ENSG00000158669
2914639	2068280	AGPAT9	84803	ENSG00000138678
3496471	2121976	AGPS	8540	ENSG00000018510
1680760	1712931	AGR2	10551	ENSG00000106541
591621	2345587	AGR3	155465	ENSG00000173467
55691296	2068280	AGRN	375790	ENSG00000188157
2138769	4338246	AGRP	181	ENSG00000159723
4259668	2839488	AGT	183	ENSG00000135744
2808029	5309392	AGTPBP1	23287	ENSG00000135049
2271250	4397910	AGTR1	185	ENSG00000144891
4284515	4259668	AGTR2	186	ENSG00000180772
5122188	3899504	AGTRAP	57085	ENSG00000177674
970207	2375737	AGXT	189	ENSG00000172482
1352404	3171112	AGXT2	64902	ENSG00000113492
5005050	258310	AHCTF1	25909	ENSG00000153207
78395	746078	AHCY	191	ENSG00000101444
4444419	5139706	AHCYL1	10768	ENSG00000168710
3412547	2981808	AHCYL2	23382	ENSG00000158467
2968389	1644162	AHDC1	27245	ENSG00000126705
4150594	1193583	AHI1	54806	ENSG00000135541
4304853	966425	AHNAK	79026	ENSG00000124942
5288142	11793429	AHNAK2	113146	ENSG00000185567
776998	9644674	AHR	196	ENSG00000106546
14005451	3010888	AHRR	57491	ENSG00000063438
2286490	4761161	AHSA1	10598	ENSG00000100591
5288183	3691852	AHSA2	130872	ENSG00000173209
4409073	4056103	AHSG	197	ENSG00000145192
1398718	2991901	AHSP	51327	ENSG00000169877
2472813	4692488	AICDA	57379	ENSG00000111732
29958904	1943966	AIDA	64853	ENSG00000186063
49288625	49288625	AIF1	199	ENSG00000237727
113586	4360511	AIF1L	83543	ENSG00000126878
4165786	4629164	AIFM1	9131	ENSG00000156709
5034371	2068280	AIFM2	84883	ENSG00000042286
2806911	3335469	AIFM3	150209	ENSG00000183773
2871048	454945	AIG1	51390	ENSG00000146416
3024968	2068280	AIM1	202	ENSG00000112297
25200162	2068280	AIM1L	55057	ENSG00000176092
478523	1880606	AIM2	9447	ENSG00000163568
4425202	1325425	AIMP1	9255	ENSG00000164022
4512926	1885413	AIMP2	7965	ENSG00000106305
9644674	4732923	AIP	9049	ENSG00000110711
5059362	3691852	AIPL1	23746	ENSG00000129221
3364496	9650714	AIRE	326	ENSG00000160224
3691590	3691590	AJAP1	55966	ENSG00000196581
2823413	2981808	AJUBA	84962	ENSG00000129474
904024	570073	AK1	203	ENSG00000106992
3631239	1954208	AK2	204	ENSG00000004455
34178607	3993293	AK3	50808	ENSG00000147853
3219208	1856589	AK5	26289	ENSG00000154027
1611110	763487	AK6	6880	ENSG00000276463
1611110	3116361	AK6	102157402	ENSG00000276463
24362010	2068280	AK7	122481	ENSG00000140057
5167613	5167613	AK8	158067	ENSG00000165695
13924509	2628672	AK9	221264	ENSG00000155085
862206	4461738	AKAP1	8165	ENSG00000121057
2350475	4099615	AKAP10	11216	ENSG00000108599
1761610	1629502	AKAP11	11215	ENSG00000023516
4610681	2347958	AKAP12	9590	ENSG00000131016
3539144	3909139	AKAP13	11214	ENSG00000170776
2591315	2591315	AKAP14	158798	ENSG00000186471
3353477	3004319	AKAP17A	8227	ENSG00000197976
5288232	4979086	AKAP2	11217	ENSG00000241978
1730341	4052778	AKAP3	10566	ENSG00000111254
4207876	1629502	AKAP4	8852	ENSG00000147081
9378659	4361155	AKAP5	9495	ENSG00000179841
3147222	4056103	AKAP6	9472	ENSG00000151320
5836110	948625	AKAP7	9465	ENSG00000118507
4593362	4629164	AKAP8	10270	ENSG00000105127
86930	4629164	AKAP8L	26993	ENSG00000011243
2444766	5300402	AKAP9	10142	ENSG00000127914
1704099	2166278	AKIP1	56672	ENSG00000166452
3767354	4279115	AKIRIN2	55122	ENSG00000135334
311159	1706876	AKNA	80709	ENSG00000106948
53142471	53142471	AKNAD1	254268	ENSG00000162641
3121972	3867581	AKR1A1	10327	ENSG00000117448
563233	1106478	AKR1B1	231	ENSG00000085662
4310832	3498834	AKR1B10	57016	ENSG00000198074
5200371	2988715	AKR1C1	1645	ENSG00000187134
4084302	2922987	AKR1C3	8644	ENSG00000196139
29785019	2856334	AKR1C4	1109	ENSG00000198610
2287046	1970718	AKR7A2	8574	ENSG00000053371
1025642	2287046	AKR7A3	22977	ENSG00000162482
929751	3348102	AKT1	207	ENSG00000142208
1359464	998479	AKT1S1	84335	ENSG00000204673
2269842	5006590	AKT2	208	ENSG00000105221
3618154	4488603	AKT3	10000	ENSG00000275199
3842540	1824776	AKTIP	64400	ENSG00000166971
339272	468872	ALAD	210	ENSG00000148218
2210320	2618592	ALAS1	211	ENSG00000023330
954124	2319120	ALAS2	212	ENSG00000158578
2726528	428744	ALB	213	ENSG00000163631
1045117	2135848	ALCAM	214	ENSG00000170017
1263922	1453531	ALDH16A1	126133	ENSG00000161618
3233540	1368998	ALDH18A1	5832	ENSG00000059573
591808	4933842	ALDH1A1	216	ENSG00000165092
1828557	4831700	ALDH1A2	8854	ENSG00000128918
31833294	2068280	ALDH1A3	220	ENSG00000184254
14005468	2068280	ALDH1B1	219	ENSG00000137124
5288298	5288298	ALDH1L2	160428	ENSG00000136010
4933842	4121257	ALDH2	217	ENSG00000111275
1269485	1255504	ALDH3A1	218	ENSG00000108602
1040545	214467	ALDH3A2	224	ENSG00000072210
3116553	3116553	ALDH3B1	221	ENSG00000006534
27726160	2068280	ALDH3B2	222	ENSG00000132746
1713229	1185218	ALDH4A1	8659	ENSG00000159423
2029796	2340220	ALDH5A1	7915	ENSG00000112294
975351	3321411	ALDH6A1	4329	ENSG00000119711
9148166	3690765	ALDH7A1	501	ENSG00000164904
40906720	2186087	ALDH8A1	64577	ENSG00000118514
3131521	3133001	ALDH9A1	223	ENSG00000143149
151491	3556167	ALDOA	226	ENSG00000149925
1233868	471317	ALDOB	229	ENSG00000136872
247294	4261128	ALDOC	230	ENSG00000109107
4093360	4101989	ALG1	56052	ENSG00000033011
1168424	2527692	ALG10	84920	ENSG00000139133
14005440	2050891	ALG10B	144245	ENSG00000175548
3387654	3638857	ALG11	440138	ENSG00000253710
35848023	3513543	ALG12	79087	ENSG00000182858
2463704	1944031	ALG13	79868	ENSG00000101901
42531417	2068280	ALG14	199857	ENSG00000172339
37290162	37290162	ALG1L	200810	ENSG00000189366
38624499	2068280	ALG1L2	644974	ENSG00000251287
1458779	4404782	ALG2	85365	ENSG00000119523
99387	5032510	ALG3	10195	ENSG00000214160
28482376	2068280	ALG5	29880	ENSG00000120697
28217246	898845	ALG8	79053	ENSG00000159063
1093351	1411194	ALG9	79796	ENSG00000086848
1136337	3027803	ALK	238	ENSG00000171094
93015	734981	ALKBH1	8846	ENSG00000100601
3645721	3645721	ALKBH2	121642	ENSG00000189046
36676193	1637096	ALKBH3	221120	ENSG00000166199
3272543	5311699	ALKBH4	54784	ENSG00000160993
35176253	632859	ALKBH5	54890	ENSG00000091542
4406387	2186087	ALKBH7	84266	ENSG00000125652
14005482	1596250	ALMS1	7840	ENSG00000116127
886387	3785827	ALOX12	239	ENSG00000108839
4258341	39083734	ALOX12B	242	ENSG00000179477
44916577	44916577	ALOX15	246	ENSG00000161905
40896078	2071127	ALOX15B	247	ENSG00000179593
2727936	4565028	ALOX5	240	ENSG00000275565
4565028	4565028	ALOX5AP	241	ENSG00000132965
39083734	39083734	ALOXE3	59344	ENSG00000179148
3944308	3004319	ALPI	248	ENSG00000163295
44073388	4732923	ALPK1	80216	ENSG00000073331
22835341	2068280	ALPK2	115701	ENSG00000198796
2418705	3004319	ALPL	249	ENSG00000162551
2610814	5058727	ALPP	250	ENSG00000163283
742929	2610814	ALPPL2	251	ENSG00000163286
104614	3909139	ALS2	57679	ENSG00000003393
1336848	1336848	ALS2CL	259173	ENSG00000178038
1083812	2127787	ALS2CR11	151254	ENSG00000155754
1626922	3081277	ALS2CR12	130540	ENSG00000155749
3264134	4774660	ALX1	8092	ENSG00000180318
1526458	3145762	ALX4	60529	ENSG00000052850
1213150	1492093	ALYREF	10189	ENSG00000183684
426989	2068280	AMACR	23600	ENSG00000242110
3429871	4056103	AMBP	259	ENSG00000106927
5289096	5002301	AMBRA1	55626	ENSG00000110497
2166814	2166814	AMD1	262	ENSG00000123505
37117755	2068280	AMDHD1	144193	ENSG00000139344
3334827	3334827	AMDHD2	51005	ENSG00000162066
4085808	4398244	AMER1	139285	ENSG00000184675
1501213	2987838	AMFR	267	ENSG00000159461
988892	2135848	AMH	268	ENSG00000104899
3224478	988892	AMHR2	269	ENSG00000135409
5032154	3876231	AMICA1	120425	ENSG00000160593
5025243	1344119	AMIGO1	57463	ENSG00000181754
1344119	5296490	AMIGO2	347902	ENSG00000139211
4869600	1344119	AMIGO3	386724	ENSG00000176020
43010778	2182908	AMMECR1	9949	ENSG00000101935
2561701	961525	AMMECR1L	83607	ENSG00000144233
4385435	4385435	AMN	81693	ENSG00000166126
629215	5095942	AMOT	154796	ENSG00000126016
5095942	2271964	AMOTL1	154810	ENSG00000166025
4035750	5119701	AMOTL2	51421	ENSG00000114019
37173838	37601455	AMPD1	270	ENSG00000116748
3933742	3933742	AMPD2	271	ENSG00000116337
1541078	1541078	AMPD3	272	ENSG00000133805
4581404	1193583	AMPH	273	ENSG00000078053
2133602	4593362	AMY1A	276	ENSG00000237763
1182812	5324880	AMY2A	279	ENSG00000243480
4269275	4269275	AMY2B	280	ENSG00000240038
38896274	38896274	AMZ2	51321	ENSG00000196704
2027899	2730306	ANAPC1	64682	ENSG00000153107
2730306	4468330	ANAPC10	10393	ENSG00000164162
4853171	1024410	ANAPC11	51529	ENSG00000141552
1653921	4428892	ANAPC13	25847	ENSG00000129055
47324043	1220562	ANAPC15	25906	ENSG00000110200
4197915	5062028	ANAPC16	119504	ENSG00000166295
3612655	4774660	ANAPC2	29882	ENSG00000176248
1340264	1220562	ANAPC4	29945	ENSG00000053900
1220562	4687717	ANAPC5	51433	ENSG00000089053
386715	1220562	ANAPC7	51434	ENSG00000196510
1452221	31603	ANG	283	ENSG00000214274
25310063	2068280	ANGEL1	23357	ENSG00000013523
47468490	47468490	ANGEL2	90806	ENSG00000174606
4413057	2477344	ANGPT1	284	ENSG00000154188
3478834	2477344	ANGPT2	285	ENSG00000091879
5032232	2477344	ANGPT4	51378	ENSG00000101280
4636366	4802489	ANGPTL1	9068	ENSG00000116194
50926227	50926227	ANGPTL2	23452	ENSG00000136859
2389569	4765384	ANGPTL3	27329	ENSG00000132855
4121821	2623348	ANGPTL4	51129	ENSG00000167772
50280062	50280062	ANGPTL5	253935	ENSG00000187151
