icrogid	uid	hgnc_symbol	entrezgene	ensembl_gene_id
3662990	1180258	BTC	685	ENSG00000174808
2591659	2068280	BTD	686	ENSG00000169814
4265400	2981808	BTF3	689	ENSG00000145741
4383689	2068280	BTF3L4	91408	ENSG00000134717
77315	3548059	BTG1	694	ENSG00000133639
4269849	1373290	BTG2	7832	ENSG00000159388
1507739	1594998	BTG3	10950	ENSG00000154640
1427764	2068280	BTG4	54766	ENSG00000137707
5234989	4389571	BTK	695	ENSG00000010671
14005684	5369795	BTLA	151888	ENSG00000186265
483253	1291553	BTN1A1	696	ENSG00000124557
5123621	5123621	BTN2A1	11120	ENSG00000112763
39202257	5032510	BTN2A2	10385	ENSG00000124508
3784945	3784945	BTN3A1	11119	ENSG00000026950
31648387	31648387	BTN3A2	11118	ENSG00000186470
1935332	2068280	BTN3A3	10384	ENSG00000111801
46330046	46330046	BTNL2	56244	ENSG00000204290
29957706	29957706	BTNL8	79908	ENSG00000113303
910608	4085808	BTRC	8945	ENSG00000166167
2275574	2886402	BUB1	699	ENSG00000169679
1720931	2662282	BUB1B	701	ENSG00000156970
3259563	2662282	BUB3	9184	ENSG00000154473
4993139	42511620	BUD13	84811	ENSG00000137656
4439421	5146399	BUD31	8896	ENSG00000106245
3684041	1118883	BYSL	705	ENSG00000112578
5376412	5296490	BZRAP1	9256	ENSG00000005379
520521	4422080	BZW1	9689	ENSG00000082153
80739	520521	BZW2	28969	ENSG00000136261
1642270	2556014	C10orf10	11067	ENSG00000165507
4235891	1529536	C10orf12	26148	ENSG00000155640
1120749	3842540	C10orf2	56652	ENSG00000107815
32655485	32655485	C10orf32	119032	ENSG00000166275
368725	13924540	C10orf35	219738	ENSG00000171224
4103645	4103645	C10orf54	64115	ENSG00000107738
26926994	2080390	C10orf55	414236	ENSG00000222047
4383738	4880200	C10orf62	414157	ENSG00000203942
51158020	51158020	C10orf76	79591	ENSG00000120029
5300310	4952585	C10orf82	143379	ENSG00000165863
1963050	3371516	C10orf88	80007	ENSG00000119965
3173588	3173588	C10orf90	118611	ENSG00000154493
1283773	5006590	C11orf1	64776	ENSG00000137720
9213893	799425	C11orf16	56673	ENSG00000176029
1080927	5841055	C11orf30	56946	ENSG00000158636
41188108	2186087	C11orf45	219833	ENSG00000174370
3340496	4162059	C11orf49	79096	ENSG00000149179
47324562	2186087	C11orf52	91894	ENSG00000149300
3372432	2186087	C11orf53	341032	ENSG00000150750
66353	2204433	C11orf54	28970	ENSG00000182919
26224252	856398	C11orf57	55216	ENSG00000150776
3759536	16814786	C11orf58	10944	ENSG00000110696
25932714	1668047	C11orf63	79864	ENSG00000109944
2511628	3034498	C11orf65	160140	ENSG00000166323
16817196	1591806	C11orf68	83638	ENSG00000175573
32236841	4862491	C11orf70	85016	ENSG00000137691
1465004	53557469	C11orf71	54494	ENSG00000282682
47978067	4484668	C11orf73	51501	ENSG00000149196
47789979	662837	C11orf74	119710	ENSG00000166352
27557097	2068280	C11orf80	79703	ENSG00000173715
1667639	3077030	C11orf84	144097	ENSG00000168005
43825050	43825050	C11orf87	399947	ENSG00000185742
9442964	10724543	C12orf10	60314	ENSG00000139637
23873333	2068280	C12orf29	91298	ENSG00000133641
574358	2068280	C12orf4	57102	ENSG00000047621
24206821	5406538	C12orf43	64897	ENSG00000157895
2358691	4516405	C12orf45	121053	ENSG00000151131
3914688	2197417	C12orf57	113246	ENSG00000111678
37318628	5081339	C12orf65	91574	ENSG00000130921
1316718	2930074	C14orf1	11161	ENSG00000133935
1059104	4451155	C14orf119	55017	ENSG00000179933
22811454	1036887	C14orf142	84520	ENSG00000275619
1318417	1318417	C14orf159	80017	ENSG00000133943
2766860	14007177	C14orf166	51637	ENSG00000087302
9645050	1368998	C14orf169	79697	ENSG00000170468
32518478	2068280	C14orf2	9556	ENSG00000156411
5301329	5301329	C14orf80	283643	ENSG00000185347
34130738	4691983	C14orf93	60686	ENSG00000100802
47436056	2068280	C15orf38-AP3S2	100526783	ENSG00000250021
14005896	3870887	C15orf39	56905	ENSG00000167173
47781746	47781746	C15orf40	123207	ENSG00000169609
4251103	2047592	C15orf41	84529	ENSG00000186073
50627455	2186087	C15orf43	145645	ENSG00000167014
28213403	4517323	C15orf48	84419	ENSG00000166920
256882	256882	C15orf57	90416	ENSG00000128891
37249549	4122724	C15orf59	388135	ENSG00000205363
52687970	52687970	C16orf13	84326	ENSG00000130731
1618960	2084608	C16orf45	89927	ENSG00000278823
28042234	5032510	C16orf58	64755	ENSG00000140688
207717	3884235	C16orf59	80178	ENSG00000162062
32007362	2068280	C16orf62	57020	ENSG00000103544
2923779	2043465	C16orf70	80262	ENSG00000125149
287810	4972844	C16orf74	404550	ENSG00000154102
28511289	1637096	C16orf78	123970	ENSG00000166152
24491349	3908752	C16orf87	388272	ENSG00000155330
40827522	40827522	C16orf89	146556	ENSG00000153446
2536074	2068280	C17orf49	124944	ENSG00000258315
23128464	23128464	C17orf53	78995	ENSG00000125319
5153012	5153012	C17orf59	54785	ENSG00000196544
1863639	2753834	C17orf62	79415	ENSG00000178927
45699759	5083094	C17orf75	64149	ENSG00000108666
36111635	4691983	C17orf85	55421	ENSG00000074356
50586178	4995933	C17orf97	400566	ENSG00000187624
26133692	26133692	C18orf21	83608	ENSG00000141428
5303581	4600608	C18orf25	147339	ENSG00000152242
4346424	4346424	C18orf32	497661	ENSG00000177576
1650996	3971313	C18orf54	162681	ENSG00000166845
3072300	2068280	C18orf8	29919	ENSG00000141452
9148636	961525	C19orf12	83636	ENSG00000131943
22980306	2186087	C19orf18	147685	ENSG00000177025
901509	5304129	C19orf25	148223	ENSG00000119559
32627291	2186087	C19orf33	64073	ENSG00000167644
878281	3027079	C19orf43	79002	ENSG00000123144
1619578	2068280	C19orf44	84167	ENSG00000105072
1701038	1701038	C19orf47	126526	ENSG00000160392
27270411	2068280	C19orf52	90580	ENSG00000142444
3026207	2068280	C19orf53	28974	ENSG00000104979
27727222	2068280	C19orf54	284325	ENSG00000188493
5304129	3763160	C19orf57	79173	ENSG00000132016
4960183	4960183	C19orf60	55049	ENSG00000006015
5012156	5406538	C19orf66	55337	ENSG00000130813
5304135	3482397	C19orf68	374920	ENSG00000185453
4779533	2157358	C19orf70	125988	ENSG00000174917
44302286	454945	C19orf80	55908	ENSG00000130173
2207253	4164154	C1D	10438	ENSG00000197223
540698	783116	C1GALT1	56913	ENSG00000106392
507763	606956	C1GALT1C1	29071	ENSG00000171155
2586308	3202784	C1QA	712	ENSG00000173372
2672325	3310614	C1QB	713	ENSG00000173369
3202784	201818	C1QBP	708	ENSG00000108561
2503357	2586308	C1QC	714	ENSG00000159189
424873	1428760	C1QL3	389941	ENSG00000165985
4227270	2154661	C1QTNF1	114897	ENSG00000173918
3109811	3109811	C1QTNF2	114898	ENSG00000145861
1616906	4944280	C1QTNF5	114902	ENSG00000223953
53127478	53127478	C1QTNF7	114905	ENSG00000163145
37601455	4090135	C1QTNF9	338872	ENSG00000240654
5296232	4979240	C1R	715	ENSG00000159403
428966	1001745	C1RL	51279	ENSG00000139178
494561	4979240	C1S	716	ENSG00000182326
32401652	2186087	C1orf105	92346	ENSG00000180999
2060886	2223151	C1orf106	55765	ENSG00000163362
52679727	52679727	C1orf109	54955	ENSG00000116922
38493781	2186087	C1orf110	339512	ENSG00000185860
1932683	2186087	C1orf111	284680	ENSG00000171722
32542014	2068280	C1orf112	55732	ENSG00000000460
34018961	2186087	C1orf115	79762	ENSG00000162817
9147990	5205638	C1orf116	79098	ENSG00000182795
38773968	38773968	C1orf122	127687	ENSG00000197982
3929260	3929260	C1orf123	54987	ENSG00000162384
5296393	2186087	C1orf131	128061	ENSG00000143633
514528	514528	C1orf168	199920	ENSG00000187889
4095523	2186087	C1orf174	339448	ENSG00000198912
51330176	51330176	C1orf198	84886	ENSG00000119280
2016035	2232959	C1orf204	284677	ENSG00000188004
26439185	26439185	C1orf21	81563	ENSG00000116667
1147980	14006818	C1orf216	127703	ENSG00000142686
448095	4056103	C1orf27	54953	ENSG00000157181
4277828	126638	C1orf35	79169	ENSG00000143793
33116085	33116085	C1orf43	25912	ENSG00000143612
4292160	2068280	C1orf50	79078	ENSG00000164008
2741059	2681838	C1orf52	148423	ENSG00000162642
4464891	4464891	C1orf61	10485	ENSG00000125462
22828680	2186087	C1orf64	149563	ENSG00000183888
3703880	2068280	C1orf68	100129271	ENSG00000198854
44466051	2186087	C1orf87	127795	ENSG00000162598
9769331	9769331	C1orf94	84970	ENSG00000142698
3985438	4297789	C2	717	ENSG00000235696
33069874	4732923	C20orf194	25943	ENSG00000088854
1002443	4831004	C20orf195	79025	ENSG00000125531
300931	4862491	C20orf196	149840	ENSG00000171984
3157177	4165786	C20orf24	55969	ENSG00000101084
3695244	2488088	C20orf27	54976	ENSG00000101220
42335173	42335173	C20orf96	140680	ENSG00000196476
5027084	2068280	C21orf2	755	ENSG00000160226
1465140	912741	C21orf33	8209	ENSG00000160221
3600184	4056103	C21orf58	54058	ENSG00000160298
3871795	4691983	C21orf59	56683	ENSG00000159079
1089844	1627438	C21orf91	54149	ENSG00000154642
41160496	41160496	C22orf39	128977	ENSG00000242259
9644631	1160340	C22orf46	79640	ENSG00000184208
3674532	3674532	C2CD2	25966	ENSG00000157617
3879783	5162718	C2CD2L	9854	ENSG00000172375
45680435	2068280	C2CD3	26005	ENSG00000168014
2043431	1734115	C2CD5	9847	ENSG00000111731
3623022	27964212	C2orf42	54980	ENSG00000115998
3764625	5276157	C2orf44	80304	ENSG00000163026
2759869	2186087	C2orf47	79568	ENSG00000162972
30595450	2766860	C2orf49	79074	ENSG00000135974
27745276	1001745	C2orf50	130813	ENSG00000150873
36972691	2186087	C2orf57	165100	ENSG00000177673
9769237	5317357	C2orf73	129852	ENSG00000177994
30948347	2155475	C2orf74	339804	ENSG00000237651
33472751	2068280	C2orf76	130355	ENSG00000186132
4758450	4758450	C2orf88	84281	ENSG00000187699
677627	2166899	C3	718	ENSG00000125730
1490881	5176374	C3AR1	719	ENSG00000171860
1278753	3095898	C3orf17	25871	ENSG00000163608
53454109	53454109	C3orf20	84077	ENSG00000131379
1865283	2186087	C3orf33	285315	ENSG00000174928
28808111	2186087	C3orf36	80111	ENSG00000221972
4514576	52319338	C3orf38	285237	ENSG00000179021
529499	2186087	C3orf62	375341	ENSG00000188315
3971365	9441770	C4BPA	722	ENSG00000123838
2172865	2172865	C4BPB	725	ENSG00000123843
3651866	1505377	C4B_2	100293534	ENSG00000233312
360123	2309550	C4orf17	84103	ENSG00000138813
37283501	2186087	C4orf22	255119	ENSG00000197826
9768855	2068280	C4orf27	54969	ENSG00000056050
1132155	2068280	C4orf29	80167	ENSG00000164074
28075042	28075042	C4orf32	132720	ENSG00000174749
23884991	2186087	C4orf46	201725	ENSG00000205208
1764939	3879072	C5	727	ENSG00000106804
14005699	4397910	C5AR1	728	ENSG00000197405
1750588	14005699	C5AR2	27202	ENSG00000134830
49150242	2186087	C5orf15	56951	ENSG00000113583
396770	3302196	C5orf22	55322	ENSG00000082213
39905910	2068280	C5orf24	134553	ENSG00000181904
42594627	2186087	C5orf28	64417	ENSG00000151881
140110	4475099	C5orf30	90355	ENSG00000181751
36881348	36881348	C5orf34	375444	ENSG00000172244
13314098	3034498	C5orf42	65250	ENSG00000197603
49060107	49060107	C5orf51	285636	ENSG00000205765
2046928	4056103	C6	729	ENSG00000039537
1077042	2186087	C6orf106	64771	ENSG00000196821
22703323	2186087	C6orf118	168090	ENSG00000112539
47708167	47708167	C6orf136	221545	ENSG00000237100
2732695	3453081	C6orf15	29113	ENSG00000204542
3632034	4098802	C6orf165	154313	ENSG00000272514
29912855	1668047	C6orf201	404220	ENSG00000185689
692588	2080390	C6orf203	51250	ENSG00000130349
4090225	299897	C6orf25	80739	ENSG00000237459
4705714	4705714	C6orf47	57827	ENSG00000226531
1762125	1762125	C6orf62	81688	ENSG00000112308
25405765	25405765	C6orf89	221477	ENSG00000198663
3879072	3723605	C7	730	ENSG00000112936
4448942	912741	C7orf25	79020	ENSG00000136197
1297497	2482188	C7orf26	79034	ENSG00000146576
28805222	2186087	C7orf31	136895	ENSG00000153790
3091310	1203922	C7orf34	135927	ENSG00000275821
3628334	3628334	C7orf43	55262	ENSG00000146826
3574528	2068280	C7orf50	84310	ENSG00000146540
4717061	2586207	C7orf55-LUC7L2	51631	ENSG00000146963
5107041	5107041	C8A	731	ENSG00000157131
2535864	3723605	C8B	732	ENSG00000021852
5089867	3008487	C8G	733	ENSG00000176919
3812322	2289770	C8orf33	65265	ENSG00000182307
45666695	45666695	C8orf34	116328	ENSG00000165084
14005818	2068280	C8orf4	56892	ENSG00000176907
2164918	2639679	C8orf44-SGK3	100533105	ENSG00000270024
14005823	4475099	C8orf48	157773	ENSG00000164743
36215276	2068280	C8orf59	401466	ENSG00000176731
46168159	3925064	C8orf74	203076	ENSG00000171060
23332873	2068280	C8orf76	84933	ENSG00000189376
4953551	2838125	C9	735	ENSG00000113600
4915479	4915479	C9orf114	51490	ENSG00000198917
21843394	1514270	C9orf117	286207	ENSG00000160401
4392843	2068280	C9orf142	286257	ENSG00000148362
3780369	3780369	C9orf156	51531	ENSG00000136932
3323969	3797467	C9orf16	79095	ENSG00000171159
4859816	1954208	C9orf24	84688	ENSG00000164972
47992270	47992270	C9orf3	84909	ENSG00000148120
35144341	2068280	C9orf40	55071	ENSG00000135045
219678	2068280	C9orf41	138199	ENSG00000156017
33203534	2186087	C9orf43	257169	ENSG00000157653
32919260	4122724	C9orf50	375759	ENSG00000179058
3830301	2068280	C9orf64	84267	ENSG00000165118
1535740	1668047	C9orf72	203228	ENSG00000147894
326765	5317357	C9orf78	51759	ENSG00000136819
1407543	1407543	C9orf89	84270	ENSG00000165233
2043092	2914501	C9orf9	11092	ENSG00000165698
37857128	3513892	C9orf91	203197	ENSG00000157693
3203912	3203912	CA1	759	ENSG00000133742
4875644	4875644	CA11	770	ENSG00000063180
4153798	9213487	CA12	771	ENSG00000074410
31219280	9645255	CA14	23632	ENSG00000118298
1774315	2870192	CA2	760	ENSG00000104267
4923780	4923780	CA3	761	ENSG00000164879
1233978	14005588	CA4	762	ENSG00000167434
36716727	2068280	CA5A	763	ENSG00000174990
1687348	3332609	CA6	765	ENSG00000131686
1809109	3358028	CA8	767	ENSG00000178538
2881184	1317902	CA9	768	ENSG00000107159
2011782	2655775	CAAP1	79886	ENSG00000120159
2866020	4730625	CAB39	51719	ENSG00000135932
5051553	4465042	CAB39L	81617	ENSG00000102547
1174370	3008487	CABIN1	23523	ENSG00000281670
5296482	1885413	CABLES1	91768	ENSG00000134508
3016391	1885413	CABLES2	81928	ENSG00000149679
274142	3805630	CABP1	9478	ENSG00000157782
2422707	1796761	CABP2	51475	ENSG00000167791
4647752	4647752	CABP4	57010	ENSG00000175544
1249030	3916653	CABP5	56344	ENSG00000105507
668583	668583	CABYR	26256	ENSG00000154040
5145745	5145745	CACFD1	11094	ENSG00000160325
5296626	2101845	CACHD1	57685	ENSG00000158966
5296490	4282241	CACNA1A	773	ENSG00000141837
3824863	5138521	CACNA1B	774	ENSG00000148408
9148562	3249478	CACNA1C	775	ENSG00000151067
3834180	4935615	CACNA1D	776	ENSG00000157388
657445	2828708	CACNA1E	777	ENSG00000198216
427495	2079075	CACNA1F	778	ENSG00000102001
3609406	3609406	CACNA1G	8913	ENSG00000006283
5296509	1996519	CACNA1H	8912	ENSG00000196557
3799037	4486924	CACNA1I	8911	ENSG00000100346
653702	4404782	CACNA1S	779	ENSG00000081248
21721131	1900675	CACNA2D1	781	ENSG00000153956
53533285	53533285	CACNA2D2	9254	ENSG00000007402
1224980	5133607	CACNA2D3	55799	ENSG00000157445
3249478	4115704	CACNB1	782	ENSG00000067191
665012	9148562	CACNB2	783	ENSG00000165995
4427097	9148562	CACNB3	784	ENSG00000167535
2971366	4851841	CACNB4	785	ENSG00000182389
2755793	5309542	CACNG2	10369	ENSG00000166862
4828067	4989432	CACNG3	10368	ENSG00000006116
46030462	1001745	CACNG4	27092	ENSG00000075461
990210	3174903	CACTIN	58509	ENSG00000105298
28979216	4691983	CACUL1	143384	ENSG00000151893
3118889	16817590	CACYBP	27101	ENSG00000116161
2993980	5255272	CAD	790	ENSG00000084774
837569	5250584	CADM1	23705	ENSG00000182985
37104478	37104478	CADM3	57863	ENSG00000162706
2313348	2295161	CADM4	199731	ENSG00000105767
2266720	3983756	CADPS	8618	ENSG00000163618
1842190	3580033	CADPS2	93664	ENSG00000081803
3979177	3619655	CALB1	793	ENSG00000104327
5193533	5193533	CALB2	794	ENSG00000172137
16816621	1201108	CALCA	796	ENSG00000110680
541754	4425296	CALCOCO1	57658	ENSG00000012822
3144076	1119923	CALCOCO2	10241	ENSG00000136436
81731750	2289770	CALCR	799	ENSG00000004948
10012889	4814801	CALCRL	10203	ENSG00000064989
8972633	4264365	CALD1	800	ENSG00000122786
4264365	532535	CALM1	801	ENSG00000198668
822685	1453531	CALML3	810	ENSG00000178363
4404603	3221897	CALML5	51806	ENSG00000178372
23463025	988801	CALML6	163688	ENSG00000169885
1947840	4895088	CALR	811	ENSG00000179218
4857733	4857733	CALR3	125972	ENSG00000269058
2874122	1900766	CALU	813	ENSG00000128595
356192	1052617	CALY	50632	ENSG00000130643
2359316	4448821	CAMK1	8536	ENSG00000134072
5048535	2271964	CAMK1D	57118	ENSG00000183049
2818552	2679977	CAMK1G	57172	ENSG00000008118
812068	3077142	CAMK2A	815	ENSG00000070808
472677	812068	CAMK2B	816	ENSG00000058404
5131942	5060311	CAMK2D	817	ENSG00000145349
5337575	2157967	CAMK2G	818	ENSG00000148660
2234586	2234586	CAMK2N1	55450	ENSG00000162545
1450460	4279115	CAMK2N2	94032	ENSG00000163888
4830131	1174370	CAMK4	814	ENSG00000152495
5085561	4264365	CAMKK1	84254	ENSG00000004660
4448821	4830131	CAMKK2	10645	ENSG00000110931
29314410	2794789	CAMKMT	79823	ENSG00000143919
3190610	1031192	CAMKV	79012	ENSG00000164076
1296356	1856928	CAMLG	819	ENSG00000164615
4512349	3478242	CAMP	820	ENSG00000164047
4866974	10724543	CAMSAP1	157922	ENSG00000130559
1649686	4303895	CAMSAP2	23271	ENSG00000118200
1989222	3072139	CAMSAP3	57662	ENSG00000076826
2447323	2447323	CAMTA1	23261	ENSG00000171735
4777461	4777461	CAMTA2	23125	ENSG00000108509
374649	5002301	CAND1	55832	ENSG00000111530
10012891	4197396	CAND2	23066	ENSG00000144712
4195884	5083094	CANT1	124583	ENSG00000171302
4616280	1904569	CANX	821	ENSG00000127022
1313140	4689036	CAP1	10487	ENSG00000131236
18977	2068280	CAP2	10486	ENSG00000112186
3701013	2068280	CAPG	822	ENSG00000042493
2240228	2281858	CAPN1	823	ENSG00000014216
3788153	4749107	CAPN10	11132	ENSG00000142330
51410896	4853171	CAPN11	11131	ENSG00000137225
2023716	2068280	CAPN15	6650	ENSG00000103326
16816634	5114861	CAPN2	824	ENSG00000162909
3215661	4003138	CAPN3	825	ENSG00000092529
4944843	4944843	CAPN5	726	ENSG00000149260
1082017	4258047	CAPN6	827	ENSG00000077274
4250375	4250375	CAPN7	23473	ENSG00000131375
4040199	74878	CAPNS1	826	ENSG00000126247
408545	2186087	CAPNS2	84290	ENSG00000256812
433788	5029749	CAPRIN1	4076	ENSG00000135387
42493915	42493915	CAPRIN2	65981	ENSG00000110888
52043305	2186087	CAPSL	133690	ENSG00000152611
921855	5071100	CAPZA1	829	ENSG00000116489
742259	2727921	CAPZA2	830	ENSG00000198898
831217	1170182	CAPZA3	93661	ENSG00000177938
3758210	3051068	CAPZB	832	ENSG00000077549
5035883	961525	CARD10	29775	ENSG00000100065
679723	4874921	CARD11	84433	ENSG00000198286
14005740	2204433	CARD14	79092	ENSG00000141527
1613006	4557976	CARD16	114769	ENSG00000204397
2819965	2819965	CARD17	440068	ENSG00000255221
797629	2819965	CARD18	59082	ENSG00000255501
5094436	5094436	CARD6	84674	ENSG00000132357
4978634	961525	CARD8	22900	ENSG00000105483
2034070	1378693	CARD9	64170	ENSG00000187796
1731465	1487979	CARF	79800	ENSG00000138380
4011809	3686954	CARHSP1	23589	ENSG00000153048
1139564	3803247	CARKD	55739	ENSG00000213995
322700	4926237	CARM1	10498	ENSG00000142453
9378389	4790412	CARNS1	57571	ENSG00000172508
4813583	1235047	CARS	833	ENSG00000278191
34097873	2983350	CARTPT	9607	ENSG00000164326
30399989	2413104	CASC1	55259	ENSG00000118307
665554	2022004	CASC3	22794	ENSG00000108349
50936021	2186087	CASC4	113201	ENSG00000166734
5297316	2275574	CASC5	57082	ENSG00000137812
5250584	3016069	CASK	8573	ENSG00000147044
1637860	2229096	CASKIN1	57524	ENSG00000167971
8972764	4662323	CASKIN2	57513	ENSG00000177303
1923050	1682385	CASP1	834	ENSG00000137752
459368	3479525	CASP10	843	ENSG00000003400
14119322	2547906	CASP12	100506742	ENSG00000204403
1682385	1923050	CASP14	23581	ENSG00000105141
485355	4222606	CASP2	835	ENSG00000106144
3329408	16820919	CASP3	836	ENSG00000164305
2018169	4700691	CASP4	837	ENSG00000196954
9443120	4033107	CASP5	838	ENSG00000137757
4803728	2053332	CASP6	839	ENSG00000138794
4835623	721123	CASP7	840	ENSG00000165806
4874921	4374234	CASP8	841	ENSG00000064012
3097665	4401438	CASP8AP2	9994	ENSG00000118412
2474442	2302213	CASP9	842	ENSG00000132906
1426840	4411901	CASQ2	845	ENSG00000118729
4804977	2704296	CASR	846	ENSG00000036828
4991752	4991752	CASS4	57091	ENSG00000087589
4012737	4154210	CAST	831	ENSG00000153113
49799313	2186087	CASZ1	54897	ENSG00000130940
2460995	1454619	CAT	847	ENSG00000121691
31671195	2186087	CATIP	375307	ENSG00000158428
11007433	3799037	CATSPER1	117144	ENSG00000175294
2207860	3799037	CATSPER2	117155	ENSG00000166762
51513409	51513409	CATSPERG	57828	ENSG00000099338
40293	4516405	CAV1	857	ENSG00000105974
1863238	4102745	CAV2	858	ENSG00000105971
2924033	606258	CAV3	859	ENSG00000182533
2453542	1944031	CBFA2T2	9139	ENSG00000078699
5051455	948625	CBFA2T3	863	ENSG00000129993
1436231	886751	CBFB	865	ENSG00000067955
4739027	3811847	CBL	867	ENSG00000110395
1403224	4056103	CBLB	868	ENSG00000114423
4125275	4304881	CBLC	23624	ENSG00000142273
1606236	4698162	CBLL1	79872	ENSG00000105879
2425913	2952884	CBLN1	869	ENSG00000102924
3707253	3707253	CBLN2	147381	ENSG00000141668
2952884	3707253	CBLN3	643866	ENSG00000139899
4708681	2952884	CBLN4	140689	ENSG00000054803
3908627	3690765	CBR1	873	ENSG00000159228
417509	918994	CBR3	874	ENSG00000159231
27063002	2068280	CBR4	84869	ENSG00000145439
1849460	1097696	CBS	875	ENSG00000274276
1549412	1115057	CBWD1	55871	ENSG00000172785
1292114	3580033	CBWD3	445571	ENSG00000196873
5080156	5271742	CBWD7	150472	ENSG00000215126
1292114	3580033	CBWD7	220869	ENSG00000215126
41930532	2068280	CBWD7	644019	ENSG00000215126
4637755	2541362	CBX1	10951	ENSG00000108468
335385	1447330	CBX2	84733	ENSG00000173894
703905	5084896	CBX3	11335	ENSG00000122565
4367092	4863907	CBX4	8535	ENSG00000141582
5056622	14006301	CBX5	23468	ENSG00000094916
532418	1289390	CBX6	23466	ENSG00000183741
2860775	3410334	CBX7	23492	ENSG00000100307
1522904	3470416	CBX8	57332	ENSG00000141570
3918239	2808029	CBY1	25776	ENSG00000100211
1765642	2348958	CC2D1A	54862	ENSG00000132024
53573586	53573586	CC2D1B	200014	ENSG00000154222
31696091	2068280	CC2D2A	57545	ENSG00000048342
5058146	1970718	CCAR1	55749	ENSG00000060339
2073222	5409001	CCAR2	57805	ENSG00000158941
47434938	4206835	CCBE1	147372	ENSG00000183287
4115296	2186087	CCBL1	883	ENSG00000171097
5278730	5278730	CCBL2	56267	ENSG00000137944
564052	2223151	CCDC101	112869	ENSG00000176476
2323569	1885413	CCDC106	29903	ENSG00000173581
4682292	2186087	CCDC107	203260	ENSG00000159884
752621	4706299	CCDC109B	55013	ENSG00000005059
1899686	4862491	CCDC110	256309	ENSG00000168491
1134342	1508823	CCDC112	153733	ENSG00000164221
428874	11791409	CCDC113	29070	ENSG00000103021
1460648	1859715	CCDC115	84317	ENSG00000136710
1066073	4880200	CCDC116	164592	ENSG00000161180
1981553	2068280	CCDC117	150275	ENSG00000159873
259626	259626	CCDC12	151903	ENSG00000160799
4333351	4615669	CCDC120	90060	ENSG00000147144
2405314	3414094	CCDC121	79635	ENSG00000176714
51662100	51662100	CCDC124	115098	ENSG00000007080
26226947	14006660	CCDC126	90693	ENSG00000169193
690995	4372825	CCDC127	133957	ENSG00000164366
4646362	4706299	CCDC130	81576	ENSG00000104957
35073824	35073824	CCDC132	55610	ENSG00000004766
3148557	3148557	CCDC134	79879	ENSG00000100147
8972670	2198040	CCDC136	64753	ENSG00000128596
1675779	74878	CCDC137	339230	ENSG00000185298
26104971	2068280	CCDC138	165055	ENSG00000163006
14005766	157350	CCDC14	64770	ENSG00000175455
5019979	5309392	CCDC141	285025	ENSG00000163492
23742642	2068280	CCDC144A	9720	ENSG00000170160
48388434	2186087	CCDC144NL	339184	ENSG00000205212
48266007	48266007	CCDC146	57639	ENSG00000135205
13511343	4925944	CCDC148	130940	ENSG00000153237
5297909	5297909	CCDC149	91050	ENSG00000181982
26996192	2068280	CCDC15	80071	ENSG00000149548
32340591	3925064	CCDC151	115948	ENSG00000198003
4714469	3925064	CCDC155	147872	ENSG00000161609
3069881	3805630	CCDC158	339965	ENSG00000163749
37264943	2198040	CCDC159	126075	ENSG00000183401
42975053	2068280	CCDC167	154467	ENSG00000198937
33267095	3754565	CCDC168	643677	ENSG00000175820
1946332	2068280	CCDC169-SOHLH2	100526761	ENSG00000250709
14005769	14005769	CCDC17	149483	ENSG00000159588
3085724	3085724	CCDC170	80129	ENSG00000120262
2511963	1943966	CCDC172	374355	ENSG00000182645
3049957	3049957	CCDC174	51244	ENSG00000154781
38534055	38534055	CCDC176	80127	ENSG00000119636
4077018	2068280	CCDC18	343099	ENSG00000122483
5139798	2413104	CCDC181	57821	ENSG00000117477
14006817	14006817	CCDC183	84960	ENSG00000213213
26914396	3896672	CCDC184	387856	ENSG00000177875
1065413	597019	CCDC185	164127	ENSG00000178395
2588890	336486	CCDC186	55088	ENSG00000165813
2213107	3983214	CCDC22	28952	ENSG00000101997
5079957	5079957	CCDC23	374969	ENSG00000177868
74129	5309392	CCDC24	149473	ENSG00000159214
1170929	1170929	CCDC25	55246	ENSG00000147419
3492344	2976835	CCDC28A	25901	ENSG00000024862
36028226	2186087	CCDC28B	79140	ENSG00000160050
5298089	4402320	CCDC33	80125	ENSG00000140481
21801018	1717446	CCDC36	339834	ENSG00000173421
3129976	3925064	CCDC37	348807	ENSG00000163885
47173919	4862491	CCDC39	339829	ENSG00000145075
5298095	5298095	CCDC40	55036	ENSG00000141519
3584552	1742768	CCDC42	146849	ENSG00000161973
35669308	2814205	CCDC43	124808	ENSG00000180329
1541986	5205965	CCDC47	57003	ENSG00000108588
2796356	3479525	CCDC50	152137	ENSG00000152492
32080622	2068280	CCDC51	79714	ENSG00000164051
2586207	4717061	CCDC53	51019	ENSG00000120860
16816878	2089762	CCDC57	284001	ENSG00000176155
2022118	2068280	CCDC58	131076	ENSG00000160124
3477401	4671530	CCDC59	29080	ENSG00000133773
3254071	2768047	CCDC6	8030	ENSG00000108091
36578861	2186087	CCDC60	160777	ENSG00000183273
9650705	2068280	CCDC64B	146439	ENSG00000162069
9442026	9442026	CCDC66	285331	ENSG00000180376
5298126	2672848	CCDC67	159989	ENSG00000165325
4545240	4545240	CCDC68	80323	ENSG00000166510
31667884	2197417	CCDC69	26112	ENSG00000198624
